1	1
2	6
3	25
4	31
5	40
6	44
7	55
8	67
9	74
10	85
11	86
12	93
13	95
14	97
15	103
16	110
17	120
18	146
19	153
20	156
21	157
22	180
23	185
24	217
25	220
26	237
27	239
28	252
29	259
30	277
31	283
32	298
33	306
34	320
35	327
36	330
37	333
38	339
39	348
40	359
41	360
42	366
43	367
44	373
45	375
46	376
47	379
48	380
49	390
50	396
51	422
52	430
53	469
54	471
55	499
56	522
57	530
58	542
59	557
60	567
61	575
62	578
63	586
64	595
65	598
66	608
67	614
68	646
69	647
70	657
71	668
72	689
73	694
74	698
75	705
76	708
77	719
78	763
79	793
80	799
81	813
82	825
83	830
84	831
85	847
86	853
87	874
88	876
89	888
90	889
91	912
92	923
93	937
94	952
95	955
96	962
97	979
98	986
99	988
100	992
101	994
102	1002
103	1018
104	1053
105	1054
106	1074
107	1092
108	1108
109	1120
110	1157
111	1173
112	1182
113	1186
114	1189
115	1200
116	1201
117	1208
118	1215
119	1223
120	1230
121	1240
122	1241
123	1261
124	1269
125	1277
126	1288
127	1297
128	1323
129	1334
130	1342
131	1370
132	1375
133	1377
134	1381
135	1384
136	1389
137	1412
138	1431
139	1443
140	1444
141	1472
142	1483
143	1497
144	1510
145	1531
146	1560
147	1563
148	1570
149	1598
150	1602
151	1608
152	1609
153	1613
154	1620
155	1641
156	1646
157	1656
158	1662
159	1663
160	1680
161	1684
162	1710
163	1721
164	1734
165	1748
166	1760
167	1770
168	1780
169	1803
170	1804
171	1809
172	1820
173	1822
174	1828
175	1831
176	1839
177	1865
178	1890
179	1891
180	1895
181	1925
182	1932
183	1933
184	1935
185	1944
186	1963
187	1979
188	1984
189	1989
190	2027
191	2035
192	2047
193	2049
194	2057
195	2060
196	2062
197	2065
198	2073
199	2085
200	2092
201	2114
202	2127
203	2133
204	2134
205	2139
206	2153
207	2186
208	2206
209	2211
210	2215
211	2226
212	2235
213	2253
214	2265
215	2266
216	2276
217	2282
218	2284
219	2285
220	2297
221	2311
222	2313
223	2314
224	2319
225	2320
226	2355
227	2359
228	2365
229	2367
230	2392
231	2394
232	2400
233	2417
234	2424
235	2426
236	2428
237	2430
238	2439
239	2440
240	2441
241	2453
242	2467
243	2473
244	2488
245	2491
246	2498
247	2500
248	2506
249	2509
250	2516
251	2523
252	2561
253	2576
254	2585
255	2592
256	2600
257	2628
258	2629
259	2638
260	2649
261	2650
262	2652
263	2657
264	2661
265	2665
266	2676
267	2685
268	2686
269	2687
270	2696
271	2737
272	2740
273	2749
274	2760
275	2794
276	2801
277	2814
278	2824
279	2826
280	2830
281	2870
282	2871
283	2882
284	2884
285	2887
286	2892
287	2951
288	2959
289	2970
290	2989
291	3025
292	3049
293	3058
294	3064
295	3075
296	3080
297	3092
298	3100
299	3113
300	3116
301	3118
302	3120
303	3121
304	3130
305	3145
306	3156
307	3157
308	3160
309	3163
310	3164
311	3165
312	3178
313	3224
314	3225
315	3236
316	3256
317	3274
318	3278
319	3288
320	3293
321	3294
322	3296
323	3298
324	3306
325	3307
326	3316
327	3331
328	3343
329	3347
330	3355
331	3365
332	3375
333	3376
334	3386
335	3387
336	3388
337	3412
338	3418
339	3420
340	3430
341	3433
342	3437
343	3446
344	3455
345	3461
346	3464
347	3466
348	3474
349	3476
350	3498
351	3502
352	3514
353	3516
354	3525
355	3552
356	3563
357	3576
358	3592
359	3608
360	3645
361	3656
362	3659
363	3668
364	3682
365	3683
366	3707
367	3711
368	3719
369	3731
370	3738
371	3738
372	3739
373	3743
374	3773
375	3781
376	3814
377	3815
378	3821
379	3829
380	3835
381	3836
382	3842
383	3851
384	3856
385	3870
386	3877
387	3944
388	3944
389	3950
390	3969
391	3990
392	4005
393	4038
394	4039
395	4042
396	4055
397	4059
398	4062
399	4076
400	4085
401	4086
402	4088
403	4096
404	4112
405	4150
406	4155
407	4160
408	4162
409	4164
410	4169
411	4184
412	4188
413	4198
414	4201
415	4218
416	4221
417	4237
418	4238
419	4244
420	4258
421	4287
422	4310
423	4312
424	4316
425	4318
426	4329
427	4347
428	4358
429	4364
430	4368
431	4377
432	4385
433	4395
434	4414
435	4423
436	4426
437	4427
438	4431
439	4438
440	4440
441	4471
442	4486
443	4494
444	4504
445	4506
446	4521
447	4537
448	4555
449	4575
450	4611
451	4613
452	4664
453	4665
454	4669
455	4670
456	4682
457	4694
458	4703
459	4713
460	4719
461	4750
462	4763
463	4775
464	4780
465	4782
466	4783
467	4792
468	4796
469	4800
470	4807
471	4809
472	4812
473	4837
474	4845
475	4854
476	4878
477	4879
478	4880
479	4881
480	4886
481	4889
482	4891
483	4899
484	4901
485	4908
486	4919
487	4921
488	4928
489	4947
490	4949
491	4950
492	4960
493	4976
494	4978
495	4985
496	4999
497	5005
498	5021
499	5027
500	5037
501	5044
502	5054
503	5066
504	5072
505	5081
506	5100
507	5121
508	5125
509	5145
510	5150
511	5166
512	5169
513	5198
514	5202
515	5204
516	5213
517	5225
518	5250
519	5259
520	5271
521	5272
522	5279
523	5285
524	5301
525	5311
526	5340
527	5341
528	5350
529	5351
530	5368
531	5369
532	5370
533	5372
534	5376
535	5403
536	5418
537	5420
538	5423
539	5458
540	5476
541	5486
542	5507
543	5509
544	5512
545	5523
546	5530
547	5560
548	5601
549	5607
550	5621
551	5631
552	5633
553	5635
554	5637
555	5639
556	5645
557	5658
558	5671
559	5678
560	5683
561	5687
562	5689
563	5695
564	5704
565	5709
566	5711
567	5726
568	5734
569	5780
570	5791
571	5792
572	5828
573	5886
574	5898
575	5903
576	5907
577	5916
578	5919
579	5941
580	5945
581	5949
582	5951
583	5954
584	5963
585	5981
586	5988
587	6033
588	6037
589	6061
590	6063
591	6087
592	6120
593	6132
594	6141
595	6145
596	6146
597	6151
598	6158
599	6165
600	6169
601	6191
602	6192
603	6198
604	6202
605	6207
606	6223
607	6244
608	6252
609	6258
610	6272
611	6285
612	6294
613	6301
614	6309
615	6312
616	6328
617	6357
618	6360
619	6363
620	6373
621	6408
622	6414
623	6419
624	6426
625	6438
626	6439
627	6447
628	6449
629	6479
630	6488
631	6491
632	6494
633	6498
634	6527
635	6533
636	6536
637	6579
638	6584
639	6591
640	6592
641	6595
642	6597
643	6604
644	6607
645	6619
646	6642
647	6645
648	6656
649	6659
650	6665
651	6684
652	6688
653	6698
654	6706
655	6714
656	6719
657	6724
658	6735
659	6744
660	6746
661	6757
662	6789
663	6801
664	6809
665	6837
666	6850
667	6855
668	6861
669	6862
670	6866
671	6877
672	6878
673	6891
674	6893
675	6896
676	6904
677	6905
678	6909
679	6910
680	6917
681	6919
682	6921
683	6922
684	6945
685	6953
686	6965
687	6984
688	6992
689	6993
690	6997
691	7008
692	7017
693	7022
694	7028
695	7031
696	7034
697	7047
698	7051
699	7056
700	7079
701	7080
702	7081
703	7097
704	7108
705	7149
706	7152
707	7162
708	7195
709	7201
710	7202
711	7212
712	7224
713	7263
714	7274
715	7288
716	7291
717	7304
718	7306
719	7321
720	7355
721	7368
722	7394
723	7396
724	7416
725	7422
726	7423
727	7454
728	7465
729	7468
730	7498
731	7504
732	7507
733	7533
734	7539
735	7556
736	7560
737	7570
738	7602
739	7606
740	7607
741	7608
742	7614
743	7636
744	7652
745	7653
746	7667
747	7671
748	7679
749	7682
750	7685
751	7694
752	7695
753	7714
754	7718
755	7719
756	7734
757	7737
758	7744
759	7757
760	7767
761	7772
762	7778
763	7810
764	7815
765	7816
766	7846
767	7847
768	7853
769	7860
770	7869
771	7896
772	7902
773	7945
774	7962
775	7963
776	7971
777	7975
778	7979
779	7982
780	7999
781	8014
782	8020
783	8055
784	8066
785	8071
786	8090
787	8101
788	8104
789	8109
790	8128
791	8156
792	8168
793	8180
794	8181
795	8186
796	8228
797	8234
798	8250
799	8252
800	8256
801	8265
802	8275
803	8278
804	8295
805	8297
806	8301
807	8318
808	8340
809	8347
810	8375
811	8375
812	8375
813	8393
814	8394
815	8399
816	8411
817	8416
818	8418
819	8422
820	8430
821	8433
822	8446
823	8467
824	8468
825	8493
826	8499
827	8524
828	8533
829	8551
830	8558
831	8572
832	8576
833	8584
834	8585
835	8594
836	8608
837	8620
838	8627
839	8637
840	8645
841	8669
842	8686
843	8688
844	8690
845	8697
846	8707
847	8711
848	8716
849	8718
850	8739
851	8751
852	8758
853	8767
854	8777
855	8781
856	8801
857	8810
858	8811
859	8813
860	8815
861	8821
862	8832
863	8845
864	8854
865	8857
866	8864
867	8869
868	8876
869	8880
870	8900
871	8902
872	8903
873	8910
874	8920
875	8922
876	8933
877	8938
878	8952
879	8967
880	8971
881	8976
882	8978
883	8985
884	8991
885	8995
886	9005
887	9011
888	9013
889	9014
890	9020
891	9022
892	9023
893	9038
894	9041
895	9044
896	9050
897	9068
898	9076
899	9083
900	9090
901	9093
902	9103
903	9111
904	9122
905	9150
906	9154
907	9171
908	9175
909	9204
910	9208
911	9209
912	9214
913	9223
914	9226
915	9228
916	9240
917	9247
918	9251
919	9264
920	9267
921	9268
922	9271
923	9274
924	9301
925	9332
926	9353
927	9354
928	9361
929	9362
930	9368
931	9380
932	9382
933	9383
934	9384
935	9415
936	9424
937	9425
938	9431
939	9433
940	9443
941	9445
942	9457
943	9460
944	9473
945	9478
946	9483
947	9506
948	9539
949	9546
950	9553
951	9558
952	9566
953	9570
954	9583
955	9588
956	9601
957	9607
958	9609
959	9628
960	9642
961	9652
962	9663
963	9666
964	9677
965	9684
966	9702
967	9705
968	9719
969	9724
970	9745
971	9759
972	9766
973	9786
974	9791
975	9794
976	9828
977	9833
978	9840
979	9846
980	9855
981	9888
982	9890
983	9900
984	9915
985	9917
986	9921
987	9937
988	9938
989	9939
990	9942
991	9946
992	9957
993	9974
994	9975
995	9981
996	9987
997	9988
998	10030
999	10032
1000	10037
1001	10054
1002	10073
1003	10091
1004	10094
1005	10102
1006	10122
1007	10128
1008	10158
1009	10180
1010	10184
1011	10191
1012	10197
1013	10213
1014	10219
1015	10227
1016	10247
1017	10263
1018	10264
1019	10275
1020	10277
1021	10284
1022	10290
1023	10297
1024	10301
1025	10305
1026	10307
1027	10311
1028	10314
1029	10317
1030	10327
1031	10332
1032	10338
1033	10342
1034	10372
1035	10377
1036	10381
1037	10398
1038	10404
1039	10411
1040	10415
1041	10418
1042	10431
1043	10436
1044	10440
1045	10445
1046	10449
1047	10458
1048	10459
1049	10462
1050	10473
1051	10479
1052	10481
1053	10482
1054	10483
1055	10486
1056	10489
1057	10499
1058	10523
1059	10528
1060	10534
1061	10539
1062	10540
1063	10546
1064	10548
1065	10566
1066	10575
1067	10581
1068	10582
1069	10600
1070	10610
1071	10619
1072	10626
1073	10633
1074	10657
1075	10660
1076	10665
1077	10669
1078	10696
1079	10714
1080	10729
1081	10734
1082	10739
1083	10742
1084	10746
1085	10757
1086	10760
1087	10762
1088	10798
1089	10814
1090	10820
1091	10839
1092	10853
1093	10872
1094	10883
1095	10899
1096	10907
1097	10915
1098	10934
1099	10936
1100	10939
1101	10940
1102	10988
1103	10993
1104	10995
1105	11007
1106	11014
1107	11017
1108	11057
1109	11069
1110	11087
1111	11101
1112	11107
1113	11128
1114	11140
1115	11141
1116	11146
1117	11147
1118	11192
1119	11197
1120	11200
1121	11224
1122	11242
1123	11275
1124	11278
1125	11311
1126	11312
1127	11324
1128	11333
1129	11334
1130	11334
1131	11344
1132	11349
1133	11358
1134	11366
1135	11369
1136	11374
1137	11381
1138	11393
1139	11400
1140	11411
1141	11412
1142	11415
1143	11437
1144	11448
1145	11463
1146	11466
1147	11467
1148	11469
1149	11475
1150	11477
1151	11484
1152	11512
1153	11514
1154	11537
1155	11548
1156	11551
1157	11569
1158	11576
1159	11581
1160	11634
1161	11665
1162	11667
1163	11670
1164	11681
1165	11695
1166	11710
1167	11726
1168	11732
1169	11754
1170	11779
1171	11786
1172	11788
1173	11793
1174	11803
1175	11812
1176	11826
1177	11832
1178	11834
1179	11837
1180	11853
1181	11856
1182	11862
1183	11869
1184	11878
1185	11907
1186	11911
1187	11913
1188	11930
1189	11932
1190	11942
1191	11947
1192	11950
1193	11952
1194	11953
1195	11959
1196	11980
1197	11981
1198	11996
1199	12007
1200	12014
1201	12036
1202	12041
1203	12043
1204	12057
1205	12059
1206	12060
1207	12062
1208	12063
1209	12067
1210	12143
1211	12145
1212	12146
1213	12156
1214	12157
1215	12161
1216	12172
1217	12176
1218	12180
1219	12188
1220	12194
1221	12206
1222	12224
1223	12241
1224	12264
1225	12274
1226	12279
1227	12296
1228	12315
1229	12328
1230	12340
1231	12370
1232	12373
1233	12377
1234	12397
1235	12404
1236	12419
1237	12420
1238	12425
1239	12448
1240	12459
1241	12460
1242	12476
1243	12478
1244	12481
1245	12483
1246	12490
1247	12544
1248	12550
1249	12569
1250	12584
1251	12593
1252	12628
1253	12636
1254	12646
1255	12655
1256	12664
1257	12670
1258	12677
1259	12716
1260	12722
1261	12727
1262	12730
1263	12738
1264	12747
1265	12777
1266	12783
1267	12838
1268	12843
1269	12854
1270	12858
1271	12860
1272	12875
1273	12893
1274	12907
1275	12947
1276	12964
1277	12974
1278	12985
1279	12986
1280	12989
1281	13021
1282	13028
1283	13033
1284	13042
1285	13044
1286	13050
1287	13051
1288	13066
1289	13069
1290	13076
1291	13128
1292	13132
1293	13135
1294	13137
1295	13143
1296	13153
1297	13167
1298	13169
1299	13170
1300	13175
1301	13178
1302	13184
1303	13201
1304	13209
1305	13213
1306	13252
1307	13254
1308	13260
1309	13295
1310	13308
1311	13329
1312	13352
1313	13366
1314	13375
1315	13387
1316	13403
1317	13406
1318	13412
1319	13417
1320	13425
1321	13437
1322	13470
1323	13479
1324	13480
1325	13496
1326	13522
1327	13529
1328	13551
1329	13568
1330	13576
1331	13596
1332	13602
1333	13615
1334	13627
1335	13634
1336	13639
1337	13665
1338	13671
1339	13676
1340	13683
1341	13687
1342	13699
1343	13702
1344	13703
1345	13711
1346	13734
1347	13735
1348	13736
1349	13756
1350	13767
1351	13784
1352	13785
1353	13794
1354	13811
1355	13820
1356	13826
1357	13834
1358	13836
1359	13837
1360	13843
1361	13848
1362	13859
1363	13863
1364	13869
1365	13877
1366	13887
1367	13892
1368	13893
1369	13920
1370	13934
1371	13937
1372	13946
1373	13959
1374	13972
1375	13976
1376	13980
1377	13981
1378	13982
1379	13987
1380	13988
1381	14014
1382	14024
1383	14052
1384	14058
1385	14065
1386	14069
1387	14077
1388	14082
1389	14104
1390	14118
1391	14139
1392	14168
1393	14168
1394	14168
1395	14168
1396	14168
1397	14168
1398	14178
1399	14185
1400	14202
1401	14216
1402	14218
1403	14222
1404	14229
1405	14239
1406	14265
1407	14267
1408	14272
1409	14291
1410	14325
1411	14346
1412	14363
1413	14367
1414	14370
1415	14374
1416	14380
1417	14382
1418	14392
1419	14395
1420	14403
1421	14405
1422	14437
1423	14443
1424	14446
1425	14454
1426	14458
1427	14463
1428	14467
1429	14486
1430	14503
1431	14505
1432	14513
1433	14523
1434	14530
1435	14546
1436	14567
1437	14579
1438	14581
1439	14632
1440	14632
1441	14632
1442	14632
1443	14632
1444	14632
1445	14632
1446	14632
1447	14632
1448	14646
1449	14662
1450	14669
1451	14679
1452	14681
1453	14697
1454	14705
1455	14729
1456	14741
1457	14756
1458	14763
1459	14780
1460	14786
1461	14788
1462	14797
1463	14805
1464	14814
1465	14818
1466	14821
1467	14830
1468	14830
1469	14830
1470	14833
1471	14848
1472	14859
1473	14884
1474	14886
1475	14888
1476	14914
1477	14957
1478	14961
1479	14973
1480	14992
1481	14996
1482	14998
1483	15014
1484	15020
1485	15022
1486	15024
1487	15038
1488	15039
1489	15046
1490	15064
1491	15076
1492	15085
1493	15087
1494	15128
1495	15131
1496	15148
1497	15150
1498	15155
1499	15172
1500	15177
1501	15177
1502	15181
1503	15189
1504	15199
1505	15243
1506	15249
1507	15253
1508	15259
1509	15266
1510	15284
1511	15285
1512	15320
1513	15327
1514	15341
1515	15366
1516	15370
1517	15373
1518	15400
1519	15414
1520	15420
1521	15431
1522	15450
1523	15455
1524	15461
1525	15481
1526	15484
1527	15488
1528	15492
1529	15503
1530	15510
